id,label
292,http://deyos.deu.edu.tr/duyurular/2021-universite-senatosu-tarafindan-kabul-edilen-sinavlar-ve-diplomalar-ile-basvuru-islemleri/
293,http://deyos.deu.edu.tr/duyuru-arsivi/
294,http://deyos.deu.edu.tr/tr/sinav-icerigi/
295,http://deyos.deu.edu.tr/tr/yerlestirme-sonuclari/
296,http://deyos.deu.edu.tr/tr/iletisim/
297,http://deyos.deu.edu.tr/tr/takvim/
298,http://deyos.deu.edu.tr/takvim/
299,http://deyos.deu.edu.tr/tr/saglik-sigortasi/
300,http://ogrenci2.deu.edu.tr/yurt-disindan-oegrenci-kabul-yoenergesi/
301,http://deyos.deu.edu.tr/tr/kontenjanlar-kosullar/
302,http://deyos.deu.edu.tr/basvuru-kosullari/
303,http://deyos.deu.edu.tr/tr/genel-bilgiler/
304,https://veteriner.deu.edu.tr/duyurular/15-temmuz-demokrasi-ve-milli-irade-siir-yazma-yarismasi/
305,https://veteriner.deu.edu.tr/bolumler/temel-bilimler/anatomi-ana-bilim-dali/
306,https://veteriner.deu.edu.tr/mevzuat/kanunlar/
307,https://veteriner.deu.edu.tr/fakulte/birim-risk-strateji-belgesi-2/
308,https://veteriner.deu.edu.tr/bolumler/zootekni-ve-hayvan-besleme/
309,https://veteriner.deu.edu.tr/mevzuat/yonergeler/
310,https://veteriner.deu.edu.tr/duyurular/fakultemizden-kareler/
311,https://veteriner.deu.edu.tr/ogrenci/dersler/ders-icerikleri/
312,https://veteriner.deu.edu.tr/fakulte/vizyon-misyon/
313,https://veteriner.deu.edu.tr/bolumler/zootekni-ve-hayvan-besleme/hayvan-sagligi-ekonomisi-ve-isletmeciligi-ana-bilim-dali/
314,https://veteriner.deu.edu.tr/bolumler/zootekni-ve-hayvan-besleme/biyoistatistik-ana-bilim-dali/
315,https://veteriner.deu.edu.tr/page/2/
316,https://veteriner.deu.edu.tr/duyurular/ogrenci-ders-degerlendirme-anketi/
317,https://veteriner.deu.edu.tr/ogrenci/sinav-programi/
318,https://veteriner.deu.edu.tr/bolumler/temel-bilimler/histoloji-ve-embriyoloji-ana-bilim-dali/
319,https://veteriner.deu.edu.tr/bolumler/klinik-oncesi-bilimler/patoloji-ana-bilim-dali/
320,https://veteriner.deu.edu.tr/ogrenci/dersler/ders-planlari/
321,https://veteriner.deu.edu.tr/fakulte/tarihce/
322,https://veteriner.deu.edu.tr/bolumler/klinik-oncesi-bilimler/farmakoloji-ve-toksikoloji-ana-bilim-dali/
323,https://veteriner.deu.edu.tr/duyurular/tubitak-1512-girisimcilik-destek-programi/
324,https://veteriner.deu.edu.tr/galeri/
325,https://veteriner.deu.edu.tr/page/3/
326,https://veteriner.deu.edu.tr/bolumler/gida-hijyeni-ve-teknolojisi/
327,https://veteriner.deu.edu.tr/bolumler/temel-bilimler/
328,https://veteriner.deu.edu.tr/fakulte/yonetim/komisyonlar/
329,https://veteriner.deu.edu.tr/bolumler/klinik-oncesi-bilimler/viroloji-ana-bilim-dali/
330,https://veteriner.deu.edu.tr/bolumler/gida-hijyeni-ve-teknolojisi/gida-hijyeni-ve-teknolojisi-ana-bilim-dali/
331,https://veteriner.deu.edu.tr/bolumler/zootekni-ve-hayvan-besleme/genetik-ana-bilim-dali/
332,https://veteriner.deu.edu.tr/fakulte/yonetim/dekanlik/dekan/
333,https://veteriner.deu.edu.tr/bolumler/klinik-bilimler/ic-hastaliklari-ana-bilim-dali/
334,https://veteriner.deu.edu.tr/bolumler/klinik-bilimler/reproduksiyon-ve-suni-tohumlama-ana-bilim-dali/
335,https://veteriner.deu.edu.tr/dekanin-mesaji/
336,https://veteriner.deu.edu.tr/fakulte/genel-tanitim/veteriner-fakultesi/
337,https://veteriner.deu.edu.tr/duyurular/bigg-dunya-bireysel-genc-girisim-hizlandirma-programi/
338,https://veteriner.deu.edu.tr/bolumler/klinik-oncesi-bilimler/mikrobiyoloji-ana-bilim-dali/
339,https://veteriner.deu.edu.tr/bolumler/klinik-oncesi-bilimler/parazitoloji-ana-bilim-dali/
340,https://veteriner.deu.edu.tr/ogrenci/ders-programi/
341,http://deuzem.deu.edu.tr
342,http://www.kutuphane.deu.edu.tr/tr/anasayfa/
343,https://veteriner.deu.edu.tr/bolumler/klinik-bilimler/dogum-ve-jinekoloji-ana-bilim-dali/
344,https://veteriner.deu.edu.tr/fakulte/yonetim/dekanlik/dekan-yardimcisi/
345,https://veteriner.deu.edu.tr/bolumler/zootekni-ve-hayvan-besleme/zootekni-ana-bilim-dali/
346,https://veteriner.deu.edu.tr/personel/idari-personel/
347,https://veteriner.deu.edu.tr/page/4/
348,https://veteriner.deu.edu.tr/fakulte/genel-tanitim/veteriner-hekimligi-hakkinda/
349,https://veteriner.deu.edu.tr/bolumler/klinik-bilimler/cerrahi-ana-bilim-dali/
350,https://veteriner.deu.edu.tr/bolumler/temel-bilimler/fizyoloji-ana-bilim-dali/
351,https://veteriner.deu.edu.tr/bolumler/zootekni-ve-hayvan-besleme/hayvan-besleme-ve-beslenme-hastaliklari/
352,https://veteriner.deu.edu.tr/fakulte/yonetim/kurullar/fakulte-kurulu/
353,https://veteriner.deu.edu.tr/fakulte/yonetim/kurullar/yonetim-kurulu/
354,https://veteriner.deu.edu.tr/fakulte/yonetim/dekanlik/fakulte-sekreteri/
355,https://veteriner.deu.edu.tr/bolumler/temel-bilimler/biyokimya-ana-bilim-dali/
356,https://veteriner.deu.edu.tr/bolumler/temel-bilimler/veteriner-hekimligi-tarihi-ve-deontoloji-ana-bilim-dali/
357,https://veteriner.deu.edu.tr/fakulte/yonetim/komisyonlar/kalite-komisyonu/
358,https://veteriner.deu.edu.tr/personel/akademik-personel/
359,https://veteriner.deu.edu.tr/mevzuat/yonetmelikler/
360,https://veteriner.deu.edu.tr/ogrenci/akademik-takvim/
361,http://haber.deu.edu.tr/
362,https://veteriner.deu.edu.tr/iletisim-ulasim/
363,https://veteriner.deu.edu.tr/bolumler/klinik-oncesi-bilimler/
364,https://veteriner.deu.edu.tr/duyurular/bahar-yariyili-final-sinavlari-programi/
365,https://veteriner.deu.edu.tr/bolumler/klinik-bilimler/
366,https://veteriner.deu.edu.tr/kiraz-ilcemiz/
367,https://veteriner.deu.edu.tr/ogrenci/dersler/
